date,user_name,user_screen_name,user_followers,user_friends,user_verified,user_language,retweet_count,favorite_count
Tue Jul 31 23:56:04 +0000 2018,HBUS (Huobi's U.S. Partner),HBUSofficial,6473,15,False,en,3,4
Tue Jul 31 23:56:04 +0000 2018,Pantalla Tech,PantallaTech,2046,2794,False,es,0,0
Tue Jul 31 23:56:05 +0000 2018,BitTrail News,RoccoDallas,1880,965,False,en,0,0
Tue Jul 31 23:56:09 +0000 2018,kryptotpyrk,rahul69396512,229,197,False,en,0,0
Tue Jul 31 23:56:12 +0000 2018,Josh Deems,Josh_Deems,248,468,False,en,0,0
Tue Jul 31 23:56:14 +0000 2018,Hot New Trending,HotNewTrending,856,1636,False,en,0,0
Tue Jul 31 23:56:15 +0000 2018,Sjmaliz,sjmaliz,335,778,False,en,0,0
Tue Jul 31 23:56:17 +0000 2018,antoninotrapani,trapnino,108,975,False,en,0,0
Tue Jul 31 23:56:24 +0000 2018,AlphaBabel,CryptoBabel,2812,2456,False,en,0,3
Tue Jul 31 23:56:27 +0000 2018,LARRY ELKAN,LElkan,16521,18377,False,en,0,0
Tue Jul 31 23:56:30 +0000 2018,CryptoGirl news🗯    🚀🌛,CryptoGirl_News,4297,994,False,pt,1,1
Tue Jul 31 23:56:30 +0000 2018,Trenton Gaddis,DDGaddis,1454,5034,False,en,0,4
Tue Jul 31 23:56:32 +0000 2018,Mario Garlinghouse🚀,MrCRegister,191,98,False,en,0,0
Tue Jul 31 23:56:40 +0000 2018,⋰·⋰ Cláudio Pereira,claudiozeando,35610,982,False,pt,0,0
Tue Jul 31 23:56:40 +0000 2018,HOW TZE,howtze,42,3,False,en,0,0
Tue Jul 31 23:56:41 +0000 2018,Coin Spectator - Real-time cryptocurrency news,coinspectator,5332,1799,False,en,0,0
Tue Jul 31 23:56:43 +0000 2018,The Crypto Reporter™,_CryptoReporter,9350,8407,False,en,0,1
Tue Jul 31 23:56:45 +0000 2018,Luciane Araujo,araujo_luciane,9,91,False,it,0,0
Tue Jul 31 23:56:47 +0000 2018,LitecoinUKs,LitecoinUKs,2757,2716,False,en,0,0
Tue Jul 31 23:56:50 +0000 2018,Coin Spectator - Real-time cryptocurrency news,coinspectator,5332,1799,False,en,0,0
Tue Jul 31 23:57:00 +0000 2018,Leonel Lacayo,lglacayo,240,378,False,en,0,0
Tue Jul 31 23:57:01 +0000 2018,CoinTrendz.com,CoinTrendz,13346,1,False,de,0,0
Tue Jul 31 23:57:01 +0000 2018,Javier M,medinacerecero,539,1029,False,es,0,0
Tue Jul 31 23:57:05 +0000 2018,Clobig,ClobigAnalyzer,154,293,False,en,0,0
Tue Jul 31 23:57:08 +0000 2018,仮想通貨初心者ナビ,bitcoinkounyujp,1068,1116,False,ja,0,0
Tue Jul 31 23:57:10 +0000 2018,PEDRO ALQUICIRA,alquicira_pedro,161,431,False,es,0,0
Tue Jul 31 23:57:11 +0000 2018,WGCrypto,WGCrypto,680,3957,False,en,0,0
Tue Jul 31 23:57:13 +0000 2018,mocho17™®,cryptomocho,121934,1902,False,es,0,0
Tue Jul 31 23:57:14 +0000 2018,🔰CryptoEncrypto🔰,CEncrypto,327,583,False,en,0,0
Tue Jul 31 23:57:16 +0000 2018,Javier M,medinacerecero,539,1029,False,es,0,0
Tue Jul 31 23:57:16 +0000 2018,笑颜,xiaoyan1171,9132,10491,False,zh-cn,0,0
Tue Jul 31 23:57:19 +0000 2018,bitsko,bitsko_xt,1086,742,False,en,0,0
Tue Jul 31 23:57:20 +0000 2018,s0urdough,s0urdough,22,218,False,en,0,0
Tue Jul 31 23:57:24 +0000 2018,mikewinmill,mikewinmill,211,616,False,en,0,0
Tue Jul 31 23:57:27 +0000 2018,Gem,GemCrypto,22368,542,False,en,3,13
Tue Jul 31 23:57:28 +0000 2018,Maleemm 🇳🇬,Olumidee__,1141,746,False,en,0,0
Tue Jul 31 23:57:28 +0000 2018,LARRY ELKAN,LElkan,16521,18377,False,en,0,0
Tue Jul 31 23:57:31 +0000 2018,Dr. Ben Goins DSM [iMedDo.com],HealthWarrior1,931,2204,False,en,0,1
Tue Jul 31 23:57:33 +0000 2018,Kevin Jackson,GovInfoTech,1694,1302,False,en,0,0
Tue Jul 31 23:57:37 +0000 2018,Blake Mabry,BlakeMabry,50,13,False,fr,0,0
Tue Jul 31 23:57:38 +0000 2018,LARRY ELKAN,LElkan,16521,18377,False,en,0,0
Tue Jul 31 23:57:40 +0000 2018,Guille,Guille40889633,105,70,False,es,0,0
Tue Jul 31 23:57:49 +0000 2018,B.SCHNEIDER LE SAOUT,BRASLS,1754,4328,False,en,0,0
Tue Jul 31 23:57:51 +0000 2018,赤卵@日常垢,redegg37564,943,566,False,ja,0,0
Tue Jul 31 23:57:53 +0000 2018,Defri Ardodi,defri_dodi,15228,10527,False,id,0,0
Tue Jul 31 23:57:53 +0000 2018,Guille,Guille40889633,105,70,False,es,0,0
Tue Jul 31 23:58:02 +0000 2018,info,altcoinsworld,26,61,False,en,0,0
Tue Jul 31 23:58:02 +0000 2018,Harry😈Potter,harrypotter_jnr,45056,37736,False,en,0,0
Tue Jul 31 23:58:04 +0000 2018,Bobwallet,Bobwallet93,634,154,False,nl,0,0
Tue Jul 31 23:58:05 +0000 2018,CryptoDaniella,CryptoDaniella,589,229,False,en,0,0
Tue Jul 31 23:58:06 +0000 2018,Crypto Ads SEO,Cryptoads_SEO,7687,9085,False,en,0,0
Tue Jul 31 23:58:10 +0000 2018,Beans,puppybeans,110,656,False,en,0,0
Tue Jul 31 23:58:16 +0000 2018,Jae-wook Lee,ezKorean,14,9,False,en,0,0
Tue Jul 31 23:58:19 +0000 2018,Alleen,loveuliii,8932,10368,False,zh-cn,0,0
Tue Jul 31 23:58:20 +0000 2018,GBHackers on Security,GbhackerOn,3345,1929,False,en,0,0
Tue Jul 31 23:58:23 +0000 2018,Estebeichon,Lykarus22,20,38,False,es,0,0
Tue Jul 31 23:58:24 +0000 2018,HEDGED news,politicalHEDGE,103456,69253,False,en,1,2
Tue Jul 31 23:58:25 +0000 2018,Scott Striker,Scot_Striker,93,19,False,en,0,0
Tue Jul 31 23:58:25 +0000 2018,ETF,ETF_Tracker,1634,830,False,en,0,0
Tue Jul 31 23:58:28 +0000 2018,Dorothy Tucker,dorothytucker52,842,3867,False,en,0,0
Tue Jul 31 23:58:28 +0000 2018,LARRY ELKAN,LElkan,16521,18377,False,en,0,0
Tue Jul 31 23:58:28 +0000 2018,★11tɦ_ċօммɑռɖмɛռŤ,gabantu_the,2091,2263,False,en,0,1
Tue Jul 31 23:58:29 +0000 2018,Truong Quang Toan,JoseQuang,21,322,False,en-gb,0,0
Tue Jul 31 23:58:31 +0000 2018,Mala,mala_suerte9,28,49,False,ja,0,0
Tue Jul 31 23:58:32 +0000 2018,"실시간 스포츠뉴스, 비트코인, 연예 뉴스",linkgirl33,16,0,False,ko,0,0
Tue Jul 31 23:58:32 +0000 2018,Eduardo stival,Stivaled,30,156,False,pt,0,0
Tue Jul 31 23:58:33 +0000 2018,스포츠뉴스 및 연예 뉴스 포털정보,9XfLR3E6w0ChKUu,20,0,False,ko,0,0
Tue Jul 31 23:58:33 +0000 2018,Bitcoin Supply Bot,btcsupply,282,2,False,en,0,0
Tue Jul 31 23:58:34 +0000 2018,Nick Pop,Nicknameul,542,711,False,en,0,0
Tue Jul 31 23:58:34 +0000 2018,MARCOS ANTONIO SILVA,maransa2006,290,203,False,pt,0,0
Tue Jul 31 23:58:34 +0000 2018,MARCOS ANTONIO SILVA,maransa2006,290,203,False,pt,0,0
Tue Jul 31 23:58:35 +0000 2018,MARCOS ANTONIO SILVA,maransa2006,290,203,False,pt,0,0
Tue Jul 31 23:58:38 +0000 2018,Dale Estey,DaleEstey,1674,1589,False,en-gb,0,0
Tue Jul 31 23:58:40 +0000 2018,Nick Pop,Nicknameul,542,711,False,en,0,0
Tue Jul 31 23:58:41 +0000 2018,Albin Cauderlier,AlbinCAUDERLIER,1174,1094,False,fr,0,0
Tue Jul 31 23:58:42 +0000 2018,Kristopher Michael,kilumnati7,179,774,False,en,0,0
Tue Jul 31 23:58:42 +0000 2018,Farida Yesmin,fariday323,2727,3563,False,en,0,1
Tue Jul 31 23:58:47 +0000 2018,Tron Chan,LittleTronChan,2071,543,False,en,0,0
Tue Jul 31 23:58:48 +0000 2018,Lynda's House of CHILL2,DanLyndaw,457,708,False,en,0,0
Tue Jul 31 23:58:50 +0000 2018,CryptoBreakthrough,JMatthew_MDS,2089,4199,False,en,2,5
Tue Jul 31 23:58:57 +0000 2018,Dekart_x,DekartX,71,60,False,sr,0,0
Tue Jul 31 23:58:57 +0000 2018,Plac Real Estate,placrealestate,820,4273,False,en,0,0
Tue Jul 31 23:58:58 +0000 2018,Project Crypto,ProjectCrypto_,295,1097,False,en,0,1
Tue Jul 31 23:59:00 +0000 2018,DealsEye,eye_deals,13788,10927,False,en,0,0
Tue Jul 31 23:59:01 +0000 2018,Djulian [Bot] 🇧🇷,BotDjulian,97,0,False,pt,0,0
Tue Jul 31 23:59:04 +0000 2018,WorldCoinIndex,WorldCoinIndex,9140,713,False,en,1,1
Tue Jul 31 23:59:06 +0000 2018,ボリ平（矢澤明美）,fxlife30000,6448,5702,False,ja,0,0
Tue Jul 31 23:59:25 +0000 2018,Adé,Ade_W,885,1607,False,en,0,0
Tue Jul 31 23:59:25 +0000 2018,Coin Spectator - Real-time cryptocurrency news,coinspectator,5332,1799,False,en,0,0
Tue Jul 31 23:59:36 +0000 2018,Jim Sullivan,SullyWoodCM,274,2840,False,en,0,0
Tue Jul 31 23:59:39 +0000 2018,KR Trader,KRbtc,102,281,False,fr,0,0
Tue Jul 31 23:59:41 +0000 2018,Robert Breedlove🔨,Breedlove22,691,1393,False,en,0,0
