Time,anxbtc,cavirtex,coinbase,kraken,localbitcoins,mtgox,quadrigacx,wallofcoins
2014-04-22 00:00:00 UTC,,127.8088,,,24.8297408,,29.13719694,
2014-04-23 00:00:00 UTC,,99.5054,,,19.3115,,10.00922599,
2014-04-24 00:00:00 UTC,,149.7217,,,26.8394,,12.64146592,
2014-04-25 00:00:00 UTC,,346.4425,,,29.6143,,47.79399444,
2014-04-26 00:00:00 UTC,,104.1657,,,13.1332,,16.27556745,
2014-04-27 00:00:00 UTC,,226.7102,,,16.2642,,12.53059289,
2014-04-28 00:00:00 UTC,,150.7032,,,29.6629,,39.02799882,
2014-04-29 00:00:00 UTC,,118.2146,,,40.8972,,18.76027398,
2014-04-30 00:00:00 UTC,,137.9276,,,25.1506,,11.50001564,
2014-05-01 00:00:00 UTC,,124.7497,,,28.7478,,18.66447676,
2014-05-02 00:00:00 UTC,,165.0782,,,20.0447,,30.26384101,
2014-05-03 00:00:00 UTC,,113.4063,,,6.4154,,23.80199768,
2014-05-04 00:00:00 UTC,,49.4943,,,0.4537,,14.81778762,
2014-05-05 00:00:00 UTC,,232.5847,,,32.1019,,30.03245931,
2014-05-06 00:00:00 UTC,,229.2989,,,31.5327,,17.20763894,
2014-05-07 00:00:00 UTC,,124.2505,,,33.6401,,31.04315864,
2014-05-08 00:00:00 UTC,,140.6473,,,26.5374,,9.31937478,
2014-05-09 00:00:00 UTC,,171.5445,,,15.1337,,28.06195787,
2014-05-10 00:00:00 UTC,,94.4166,,,11.6474,,31.85538025,
2014-05-11 00:00:00 UTC,,91.8502,,,7.0332,,26.33243785,
2014-05-12 00:00:00 UTC,,73.1685,,,32.0024,,36.66758807,
2014-05-13 00:00:00 UTC,,126.7444,,,43.7356,,13.46219,
2014-05-14 00:00:00 UTC,,106.7348,,,30.0469,,17.99781,
2014-05-15 00:00:00 UTC,,159.9451,,,21.3236,,18.08423827,
2014-05-16 00:00:00 UTC,,101.6567,,,28.1076,,21.44198,
2014-05-17 00:00:00 UTC,,40.7938,,,3.4013,,24.27699,
2014-05-18 00:00:00 UTC,,53.2605,,,,,5.16517225,
2014-05-19 00:00:00 UTC,10.84066702,25.7511,,,4.5998,,31.13173764,
2014-05-20 00:00:00 UTC,562.50585022,441.6737,,,35.0726,,142.18728714,
2014-05-21 00:00:00 UTC,817.45071229,168.6391,,,29.4456,,21.53123572,
2014-05-22 00:00:00 UTC,1125.62693059,292.8512,,,39.0308,,107.07310171,
2014-05-23 00:00:00 UTC,1547.81745314,271.5514,,,27.6429,,29.72008256,
2014-05-24 00:00:00 UTC,612.70840442,116.6543,,,10.7679,,81.9076886,
2014-05-25 00:00:00 UTC,621.09013923,256.6081,,,2.5455,,56.29246696,
2014-05-26 00:00:00 UTC,1340.19784415,160.9181,,,26.3199,,101.2470832,
2014-05-27 00:00:00 UTC,1219.90151073,227.0373,,,34.7076,,43.62076998,
2014-05-28 00:00:00 UTC,1156.50286126,109.9726,,,31.3563,,38.11315796,
2014-05-29 00:00:00 UTC,1126.85206721,106.3955,,,23.7982,,60.06440615,
2014-05-30 00:00:00 UTC,1280.70496903,319.8061,,,49.5926,,84.78376647,
2014-05-31 00:00:00 UTC,754.1317617,162.0643,,,26.7874,,74.74142369,
2014-06-01 00:00:00 UTC,824.28288858,177.349,,,11.3107,,111.09123462,
2014-06-02 00:00:00 UTC,485.00572052,165.8262,,,27.5146,,25.51912567,
2014-06-03 00:00:00 UTC,3095.65195128,225.5957,,,36.9736,,73.60989341,
2014-06-04 00:00:00 UTC,2199.80908688,194.9602,,,32.2048,,68.56735763,
2014-06-05 00:00:00 UTC,2610.02911092,182.5866,,,20.2152,,47.68994824,
2014-06-06 00:00:00 UTC,2448.57364388,108.8084,,,15.5962,,37.38031,
2014-06-07 00:00:00 UTC,1338.67351535,64.861,,,18.3416,,48.90249137,
2014-06-08 00:00:00 UTC,526.87397505,21.3553,,,11.2495,,37.59,
2014-06-09 00:00:00 UTC,1886.2711183,101.1626,,,27.6622,,47.9269354,
2014-06-10 00:00:00 UTC,1357.32072978,180.4335,,,19.303,,38.66173566,
2014-06-11 00:00:00 UTC,1803.11546124,305.5695,,,23.6613,,95.43550394,
2014-06-12 00:00:00 UTC,2208.29822533,423.4899,,,27.1542,,156.97282634,
2014-06-13 00:00:00 UTC,1523.8021936,382.9859,,,27.0048,,52.32291296,
2014-06-14 00:00:00 UTC,1152.80592611,253.4814,,,14.0224,,64.81366234,
2014-06-15 00:00:00 UTC,883.54123282,123.0922,,,8.5873,,25.30177016,
2014-06-16 00:00:00 UTC,2122.36513669,110.656,,,22.1962,,54.17204207,
2014-06-17 00:00:00 UTC,2185.04320774,182.1994,,,43.032,,54.73030677,
2014-06-18 00:00:00 UTC,2273.61498664,158.6917,,,24.9929,,58.21433703,
2014-06-19 00:00:00 UTC,1980.22986164,183.9171,,,29.7465,,30.92801637,
2014-06-20 00:00:00 UTC,1757.88004879,151.0456,,,63.4315,,49.230626,
2014-06-21 00:00:00 UTC,387.11565827,44.1775,,,13.0351,,54.9075271,
2014-06-22 00:00:00 UTC,601.08383974,70.7753,,,9.6958,,32.43868263,
2014-06-23 00:00:00 UTC,1690.09846776,183.6958,,,16.6584,,48.00928049,
2014-06-24 00:00:00 UTC,1749.068397,175.6566,,,15.3504,,53.53974805,
2014-06-25 00:00:00 UTC,1080.17490991,297.9514,,,29.5532,,75.96915781,
2014-06-26 00:00:00 UTC,1357.01184232,147.2231,,,22.6132,,60.58255742,
2014-06-27 00:00:00 UTC,356.52256964,215.6752,,,24.4802,,96.07844654,
2014-06-28 00:00:00 UTC,37.51802075,82.1132,,,14.8907,,54.21219341,
2014-06-29 00:00:00 UTC,556.33634071,29.5515,,,7.1477,,28.45134004,
2014-06-30 00:00:00 UTC,1152.11451946,387.8974,,,28.7284,,122.72395193,
2014-07-01 00:00:00 UTC,613.80863702,204.7562,,,10.1243,,73.35426553,
2014-07-02 00:00:00 UTC,1161.3791428,122.3996,,,22.1202,,63.43892971,
2014-07-03 00:00:00 UTC,1326.53619492,124.7928,,,18.6317,,48.43630115,
2014-07-04 00:00:00 UTC,1167.27866746,115.9186,,,31.2133,,65.48720138,
2014-07-05 00:00:00 UTC,644.3318743,41.667,,,12.9136,,35.90553771,
2014-07-06 00:00:00 UTC,475.69955178,52.0809,,,8.941,,27.733565,
2014-07-07 00:00:00 UTC,1384.57699471,138.7821,,,23.4563,,48.69849378,
2014-07-08 00:00:00 UTC,1043.82983386,79.1936,,,21.7489,,43.50571425,
2014-07-09 00:00:00 UTC,993.86448287,92.744,,,17.397,,50.46161344,
2014-07-10 00:00:00 UTC,1048.16395903,199.5401,,,23.7587,,67.35635632,
2014-07-11 00:00:00 UTC,1231.13409561,63.533,,,20.5311,,41.41624675,
2014-07-12 00:00:00 UTC,913.35578266,58.0807,,,16.1208,,58.74073133,
2014-07-13 00:00:00 UTC,298.18238425,89.6206,,,8.2804,,29.03356208,
2014-07-14 00:00:00 UTC,1694.87423996,128.3322,,,22.0289,,39.02185432,
2014-07-15 00:00:00 UTC,1331.4453142,116.0836,,,21.5467,,59.40967247,
2014-07-16 00:00:00 UTC,1275.25096346,108.8573,,,24.7089,,55.95739923,
2014-07-17 00:00:00 UTC,633.20943715,127.405,,,25.0914,,77.50801745,
2014-07-18 00:00:00 UTC,1666.05869651,133.6828,,,32.1501,,63.61726604,
2014-07-19 00:00:00 UTC,708.9468144,75.5529,,,10.81,,47.46193656,
2014-07-20 00:00:00 UTC,762.39874811,95.3933,,,7.9374,,38.31737993,
2014-07-21 00:00:00 UTC,1299.89264338,144.4381,,,26.5322,,41.3922434,
2014-07-22 00:00:00 UTC,1336.9355437,163.5557,,,17.1627,,59.35180871,
2014-07-23 00:00:00 UTC,1015.98207739,122.0782,,,22.1145,,60.49532576,
2014-07-24 00:00:00 UTC,1108.44608646,141.1793,,,19.1727,,88.07124371,
2014-07-25 00:00:00 UTC,1547.99970459,104.8718,,,22.8993,,91.54055113,
2014-07-26 00:00:00 UTC,511.44794375,56.741,,,13.585,,56.29417928,
2014-07-27 00:00:00 UTC,435.52680917,31.5461,,,15.7675,,32.12025295,
2014-07-28 00:00:00 UTC,840.99190555,294.0903,,,30.9135,,87.80167376,
2014-07-29 00:00:00 UTC,1524.61015635,130.784,,,25.7883,,74.81618685,
2014-07-30 00:00:00 UTC,1113.5599317,256.6576,,,32.5098,,87.74859634,
2014-07-31 00:00:00 UTC,797.36362649,704.4752,,,30.3809,,66.40646374,
2014-08-01 00:00:00 UTC,1437.31090263,172.2335,,,19.3829,,89.26281619,
2014-08-02 00:00:00 UTC,481.39334392,76.3227,,,33.3367,,39.89138221,
2014-08-03 00:00:00 UTC,356.3089506,69.8182,,,6.3366,,66.67397573,
2014-08-04 00:00:00 UTC,906.86361156,77.773,,,21.4403,,69.60005639,
2014-08-05 00:00:00 UTC,690.67974115,117.3945,,,32.9796,,60.32807144,
2014-08-06 00:00:00 UTC,663.5590912,183.5639,,,20.3245,,48.67668807,
2014-08-07 00:00:00 UTC,534.4321608,74.766,,,19.8655,,110.50256589,
2014-08-08 00:00:00 UTC,687.55833949,116.8615,,,19.532,,80.47350384,
2014-08-09 00:00:00 UTC,377.11683719,53.0476,,,11.029,,41.42934718,
2014-08-10 00:00:00 UTC,408.57518761,46.4209,,,8.0862,,43.71492135,
2014-08-11 00:00:00 UTC,361.57062357,254.1744,,,21.0634,,63.02182375,
2014-08-12 00:00:00 UTC,,218.2435,,,18.9436,,111.43131039,
2014-08-13 00:00:00 UTC,210.67352253,605.6145,,,32.5463,,85.27925547,
2014-08-14 00:00:00 UTC,1073.91280415,500.4384,,,25.3637,,109.17744172,
2014-08-15 00:00:00 UTC,1181.39245516,323.1775,,,26.0545,,80.05207263,
2014-08-16 00:00:00 UTC,418.07244733,257.0029,,,13.0777,,24.46847918,
2014-08-17 00:00:00 UTC,218.03362754,208.0135,,,16.3681,,23.213103,
2014-08-18 00:00:00 UTC,226.55096954,531.5896,,,23.3657,,128.2687072,
2014-08-19 00:00:00 UTC,1214.11944882,267.1977,,,27.8245,,42.99990822,
2014-08-20 00:00:00 UTC,1469.65827758,330.2789,,,22.7169,,108.87856234,
2014-08-21 00:00:00 UTC,1776.37539114,201.3071,,,30.9834,,93.44039874,
2014-08-22 00:00:00 UTC,903.75362594,203.5741,,,21.2247,,29.86620486,
2014-08-23 00:00:00 UTC,856.02745706,103.7612,,,19.2354,,60.73739745,
2014-08-24 00:00:00 UTC,294.09023352,76.9846,,,13.0299,,31.55701915,
2014-08-25 00:00:00 UTC,957.64280527,76.989,,,43.4729,,40.01630227,
2014-08-26 00:00:00 UTC,1149.35872108,150.1982,,,27.2822,,57.30474892,
2014-08-27 00:00:00 UTC,340.46855167,238.7248,,,36.8454,,68.25412709,
2014-08-28 00:00:00 UTC,730.20005019,113.4389,,,29.0769,,65.15314135,
2014-08-29 00:00:00 UTC,750.87638608,236.7802,,,31.3646,,53.89495143,
2014-08-30 00:00:00 UTC,449.4073232,77.3211,,,27.0217,,126.7884584,
2014-08-31 00:00:00 UTC,238.99811036,221.9313,,,6.6406,,163.53833003,
2014-09-01 00:00:00 UTC,1063.21008691,208.4282,,,11.4512,,64.10852162,
2014-09-02 00:00:00 UTC,1055.54042645,139.3486,,,36.5228,,56.72901545,
2014-09-03 00:00:00 UTC,755.81587846,105.0985,,,34.1388,,82.59760824,
2014-09-04 00:00:00 UTC,861.44289761,96.232,,,33.9451,,51.1346844,
2014-09-05 00:00:00 UTC,1008.21849385,108.7195,,,38.3944,,110.03036542,
2014-09-06 00:00:00 UTC,292.39379941,55.6772,,,8.1445,,41.91507065,
2014-09-07 00:00:00 UTC,259.42680459,62.0158,,,15.9113,,44.76001502,
2014-09-08 00:00:00 UTC,915.96206144,315.1843,,,30.2031,,169.25437518,
2014-09-09 00:00:00 UTC,477.28936093,170.2808,,,32.8936,,58.71102163,
2014-09-10 00:00:00 UTC,922.35849584,159.4554,,,31.8524,,115.81716468,
2014-09-11 00:00:00 UTC,810.77073677,265.2688,,,27.0037,,60.89605337,
2014-09-12 00:00:00 UTC,783.00828391,102.6839,,,32.4799,,70.78772009,
2014-09-13 00:00:00 UTC,436.17341675,69.2399,,,24.1309,,50.47601007,
2014-09-14 00:00:00 UTC,257.05979616,49.0853,,,14.8333,,79.65856311,
2014-09-15 00:00:00 UTC,556.7520371,169.4577,,,53.249,,49.03467388,
2014-09-16 00:00:00 UTC,947.1767705,221.7419,,,48.4336,,100.26578199,
2014-09-17 00:00:00 UTC,900.07684587,360.1655,,,61.4429,,137.30984042,
2014-09-18 00:00:00 UTC,964.81135965,395.4642,,,65.5619,,225.80727967,
2014-09-19 00:00:00 UTC,635.64146895,421.9897,,,41.8151,,178.39671073,
2014-09-20 00:00:00 UTC,249.32912861,215.3547,,,31.2004,,126.79885684,
2014-09-21 00:00:00 UTC,548.91211577,93.9504,,,21.296,,136.89025266,
2014-09-22 00:00:00 UTC,411.48511127,206.883,,,43.2648,,79.80356298,
2014-09-23 00:00:00 UTC,2113.42782856,426.7245,,,49.7089,,125.04019081,
2014-09-24 00:00:00 UTC,1700.19320085,205.8424,,,35.5182,,87.47421478,
2014-09-25 00:00:00 UTC,1851.53289459,211.4325,,,40.7679,,108.17052822,
2014-09-26 00:00:00 UTC,1781.85122065,222.1192,,,32.3086,,106.85710889,
2014-09-27 00:00:00 UTC,911.05714144,81.7109,,,29.4295,,73.45189205,
2014-09-28 00:00:00 UTC,394.50606313,180.9974,,,20.8946,,159.26149328,
2014-09-29 00:00:00 UTC,1073.78740719,553.9479,,,35.8459,,72.93183469,
2014-09-30 00:00:00 UTC,1285.64010308,321.5234,,,45.0079,,95.40295545,
2014-10-01 00:00:00 UTC,336.20327251,167.2235,,,49.7034,,74.57721919,
2014-10-02 00:00:00 UTC,730.54270931,89.5191,,,51.9236,,72.28222977,
2014-10-03 00:00:00 UTC,1330.81774943,464.7194,,,49.0177,,176.34337432,
2014-10-04 00:00:00 UTC,507.5704357,1059.6723,,,25.7344,,196.41783893,
2014-10-05 00:00:00 UTC,532.40652206,631.9565,,,23.6157,,253.12682395,
2014-10-06 00:00:00 UTC,798.7992088,341.6326,,,86.4539,,130.22255787,
2014-10-07 00:00:00 UTC,1399.40947554,247.4159,,,84.8263,,159.7179244,
2014-10-08 00:00:00 UTC,662.15986633,362.7204,,,71.2635,,152.30077976,
2014-10-09 00:00:00 UTC,1027.80269768,706.9404,,,55.345,,153.89729203,
2014-10-10 00:00:00 UTC,1074.64965974,158.0256,,,67.7545,,209.58841687,
2014-10-11 00:00:00 UTC,693.36407851,129.5354,,,48.1857,,127.61622952,
2014-10-12 00:00:00 UTC,627.48805582,169.9931,,,20.0936,,95.45603014,
2014-10-13 00:00:00 UTC,1567.78041123,271.1924,,,26.5402,,147.63490498,
2014-10-14 00:00:00 UTC,1293.10142335,526.9025,,,80.7487,,179.62284154,
2014-10-15 00:00:00 UTC,1385.82919238,294.5765,,,62.9738,,199.18365197,
2014-10-16 00:00:00 UTC,2143.92994263,356.5122,,,52.9858,,159.75151768,
2014-10-17 00:00:00 UTC,1898.52671524,307.7385,,,64.6195,,166.50470269,
2014-10-18 00:00:00 UTC,550.08300767,116.6108,,,33.867,,97.21285393,
2014-10-19 00:00:00 UTC,39.34787983,58.8312,,,22.0297,,80.58932216,
2014-10-20 00:00:00 UTC,1298.06041864,125.6559,,,49.2865,,105.41149213,
2014-10-21 00:00:00 UTC,897.0456295,159.0285,,,44.4984,,104.91179193,
2014-10-22 00:00:00 UTC,1031.88477053,117.8684,,,36.2748,,108.64647913,
2014-10-23 00:00:00 UTC,795.28130612,478.2943,,,34.7798,,313.31360741,
2014-10-24 00:00:00 UTC,729.63917623,215.4481,,,42.6026,,169.99489695,
2014-10-25 00:00:00 UTC,593.55562201,266.4051,,,27.4381,,152.95063637,
2014-10-26 00:00:00 UTC,507.20538578,126.3826,,,22.7691,,110.59919352,
2014-10-27 00:00:00 UTC,1666.26476881,165.2457,,,33.3197,,116.88595422,
2014-10-28 00:00:00 UTC,2161.36483354,192.7274,,,49.1772,,96.78509053,
2014-10-29 00:00:00 UTC,1310.15082276,243.4428,,,47.085,,251.89624937,
2014-10-30 00:00:00 UTC,1081.39793125,296.7556,,,45.0751,,95.22640264,
2014-10-31 00:00:00 UTC,1593.49930163,137.9387,,,48.7524,,110.12040671,
2014-11-01 00:00:00 UTC,314.55594005,182.7254,,,29.0214,,189.33911584,
2014-11-02 00:00:00 UTC,519.06359328,115.229,,,44.1538,,61.71542457,
2014-11-03 00:00:00 UTC,616.85816394,290.1292,,,71.6458,,136.48324174,
2014-11-04 00:00:00 UTC,1004.12035499,163.8575,,,48.2717,,128.56275587,
2014-11-05 00:00:00 UTC,784.34469013,323.8335,,,37.8957,,131.05983821,
2014-11-06 00:00:00 UTC,1426.82960477,227.3211,,,38.9843,,108.88633299,
2014-11-07 00:00:00 UTC,431.40871209,211.9072,,,32.0447,,159.89383354,
2014-11-08 00:00:00 UTC,381.35950906,114.9723,,,19.0672,,109.67859382,
2014-11-09 00:00:00 UTC,712.80421504,181.3413,,,16.7426,,60.49645054,
2014-11-10 00:00:00 UTC,1438.64414761,331.5036,,,34.7421,,189.71705582,
2014-11-11 00:00:00 UTC,1531.0562895,171.0273,,,21.4932,,150.34839292,
2014-11-12 00:00:00 UTC,1600.95035752,559.7547,,,34.3412,,221.88328094,
2014-11-13 00:00:00 UTC,701.44577931,394.2784,,,31.6412,,352.66398816,
2014-11-14 00:00:00 UTC,780.9866352,220.5141,,,28.6171,,126.61972222,
2014-11-15 00:00:00 UTC,421.20677469,270.219,,,27.7676,,202.58165052,
2014-11-16 00:00:00 UTC,602.46601892,126.6938,,,11.6176,,117.8919482,
2014-11-17 00:00:00 UTC,458.41054018,346.8541,,,33.9203,,225.24964689,
2014-11-18 00:00:00 UTC,574.10016941,258.1353,,,41.1256,,136.19683378,
2014-11-19 00:00:00 UTC,607.7043591,195.4927,,,25.9536,,210.81998675,
2014-11-20 00:00:00 UTC,424.13705857,423.4434,,,47.7225,,157.619079,
2014-11-21 00:00:00 UTC,474.92590522,296.9053,,,42.7808,,184.47629707,
2014-11-22 00:00:00 UTC,196.05363143,201.5833,,,30.8449,,218.15309556,
2014-11-23 00:00:00 UTC,31.96440889,87.8217,,,8.8918,,124.34789295,
2014-11-24 00:00:00 UTC,719.26467729,423.3266,,,20.9144,,267.10984649,
2014-11-25 00:00:00 UTC,427.55038079,236.0528,,,27.7644,,259.44999405,
2014-11-26 00:00:00 UTC,392.61402261,218.8036,,,44.8976,,143.15122099,
2014-11-27 00:00:00 UTC,712.21671771,128.1697,,,40.0941,,175.69432178,
2014-11-28 00:00:00 UTC,1034.57864675,192.0277,,,70.5507,,228.14987824,
2014-11-29 00:00:00 UTC,93.36220711,142.5335,,,57.751,,149.08449716,
2014-11-30 00:00:00 UTC,105.44814185,72.9646,,,26.7299,,127.40015475,
2014-12-01 00:00:00 UTC,1304.47332039,205.987,,,51.0542,,138.95646509,
2014-12-02 00:00:00 UTC,1171.42342647,191.6055,,,46.1807,,140.27499562,
2014-12-03 00:00:00 UTC,1111.29210316,169.7791,,,55.9811,,142.332039,
2014-12-04 00:00:00 UTC,867.86115421,150.5815,,,54.757,,126.66009322,
2014-12-05 00:00:00 UTC,646.40196393,141.781,,,54.6265,,236.19533478,
2014-12-06 00:00:00 UTC,438.34101926,101.725,,,15.7023,,77.49289045,
2014-12-07 00:00:00 UTC,376.23034442,67.4403,,,16.4403,,81.9258371,
2014-12-08 00:00:00 UTC,137.12949,173.3086,,,36.1073,,182.07547411,
2014-12-09 00:00:00 UTC,,302.6736,,,36.995,,327.64083567,
2014-12-10 00:00:00 UTC,,403.9002,,,36.3003,,109.04725682,
2014-12-11 00:00:00 UTC,,210.9573,,,31.3735,,232.63592484,
2014-12-12 00:00:00 UTC,,640.2739,,,26.9625,,124.07251067,
2014-12-13 00:00:00 UTC,,56.8897,,,28.4741,,125.84494059,
2014-12-14 00:00:00 UTC,,57.9634,,,21.7783,,99.12306338,
2014-12-15 00:00:00 UTC,251.54831765,170.7544,,,42.5167,,159.31964767,
2014-12-16 00:00:00 UTC,1021.09328987,150.5486,,,44.6454,,292.2846049,
2014-12-17 00:00:00 UTC,1218.53294791,304.4684,,,71.3645,,198.34014836,
2014-12-18 00:00:00 UTC,1272.61143136,365.3974,,,48.6825,,262.71326368,
2014-12-19 00:00:00 UTC,1553.43280922,383.2669,,,46.2654,,174.47904491,
2014-12-20 00:00:00 UTC,284.51619145,78.9127,,,49.485,,139.60234389,
2014-12-21 00:00:00 UTC,279.79450735,46.5935,,,16.9227,,139.14390977,
2014-12-22 00:00:00 UTC,1602.40178438,359.2969,,,46.9323,,99.97478496,
2014-12-23 00:00:00 UTC,561.78801509,102.6965,,,26.5448,,102.81411717,
2014-12-24 00:00:00 UTC,715.01712492,107.0762,,,29.3544,,111.67999113,
2014-12-25 00:00:00 UTC,28.68984969,199.8371,,,8.6642,,203.31121076,
2014-12-26 00:00:00 UTC,234.10034606,39.8359,,,8.7857,,78.689506,
2014-12-27 00:00:00 UTC,227.08244211,62.265,,,32.3658,,81.20896734,
2014-12-28 00:00:00 UTC,123.34980383,27.8131,,,42.9442,,57.70982639,
2014-12-29 00:00:00 UTC,1427.16783418,165.187,,,52.069,,112.69106693,
2014-12-30 00:00:00 UTC,1087.25352906,148.9945,,,50.907,,134.61214376,
2014-12-31 00:00:00 UTC,971.5554618,89.9495,,,25.9947,,152.74085538,
2015-01-01 00:00:00 UTC,309.45380487,69.0294,,,13.5437,,136.73886054,
2015-01-02 00:00:00 UTC,1203.80804535,67.4678,,,54.0156,,106.16843101,
2015-01-03 00:00:00 UTC,644.7686956,124.795,,,34.1509,,217.41531766,
2015-01-04 00:00:00 UTC,603.1823057,269.374,,,22.5321,,293.28994882,
2015-01-05 00:00:00 UTC,591.40781241,190.1143,,,60.2241,,163.05051274,
2015-01-06 00:00:00 UTC,1042.85760505,164.315,,,45.1621,,127.33245784,
2015-01-07 00:00:00 UTC,762.14927092,134.8166,,,49.0794,,113.87757131,
2015-01-08 00:00:00 UTC,1558.26312303,329.4378,,,57.0825,,112.45998204,
2015-01-09 00:00:00 UTC,1534.43443229,168.24,,,37.3353,,122.8256299,
2015-01-10 00:00:00 UTC,2037.75294803,237.0561,,,26.9793,,92.04664129,
2015-01-11 00:00:00 UTC,1560.52100306,129.9827,,,17.5644,,82.95700846,
2015-01-12 00:00:00 UTC,1640.38727367,137.452,,,48.6406,,123.02729081,
2015-01-13 00:00:00 UTC,2365.57298932,862.3984,,,69.1078,,337.6925043,
2015-01-14 00:00:00 UTC,1780.39158248,974.3124,,,80.5229,,525.21485668,
2015-01-15 00:00:00 UTC,1057.30990952,492.3828,,,76.7214,,243.22706635,
2015-01-16 00:00:00 UTC,937.93447243,474.5274,,,48.3591,,278.8586754,
2015-01-17 00:00:00 UTC,1554.96381562,187.5928,,,33.1266,,225.38139083,
2015-01-18 00:00:00 UTC,813.4619162,397.3068,,,39.9461,,141.45359099,
2015-01-19 00:00:00 UTC,1472.62159697,287.2845,,,78.0366,,200.32509615,
2015-01-20 00:00:00 UTC,1150.23432927,338.819,,,77.6327,,185.93349338,
2015-01-21 00:00:00 UTC,675.5428395,491.5332,,,80.7022,,180.32073513,
2015-01-22 00:00:00 UTC,493.40801264,554.4421,,,70.5332,,225.65190194,
2015-01-23 00:00:00 UTC,421.90953182,406.1076,,,83.8421,,215.31714037,
2015-01-24 00:00:00 UTC,267.85275974,515.8462,,,30.9343,,206.93537285,
2015-01-25 00:00:00 UTC,98.03491461,416.7505,,,30.2803,,197.14074128,
2015-01-26 00:00:00 UTC,1327.09140551,809.2408,,,54.7709,,604.24515501,
2015-01-27 00:00:00 UTC,1022.17700664,347.2268,,,67.9886,,264.46671593,
2015-01-28 00:00:00 UTC,1165.47772447,582.3438,,,35.096,,366.3818165,
2015-01-29 00:00:00 UTC,676.22918558,449.3449,,,77.9736,,221.99350677,
2015-01-30 00:00:00 UTC,1348.59827229,434.6149,,,37.0076,,144.55681569,
2015-01-31 00:00:00 UTC,1223.01619037,219.4952,,,57.1206,,276.85333839,
2015-02-01 00:00:00 UTC,1037.56054993,168.9738,,,44.7725,,148.28775305,
2015-02-02 00:00:00 UTC,928.72584631,449.7685,,,46.6943,,131.10833668,
2015-02-03 00:00:00 UTC,722.84451331,321.1804,,,42.5575,,274.56090439,
2015-02-04 00:00:00 UTC,757.99171928,268.0702,,,69.106,,313.24953673,
2015-02-05 00:00:00 UTC,1896.71037996,393.586,,,44.6741,,307.99876161,
2015-02-06 00:00:00 UTC,2067.13356276,275.9488,,,73.7045,,101.73672155,
2015-02-07 00:00:00 UTC,837.33800699,144.505,,,39.6861,,111.55285543,
2015-02-08 00:00:00 UTC,513.02934304,153.5227,,,62.7264,,181.00634865,
2015-02-09 00:00:00 UTC,902.70548544,187.3126,,,69.5504,,195.38110918,
2015-02-10 00:00:00 UTC,768.60396883,336.7091,,,81.1716,,163.68291779,
2015-02-11 00:00:00 UTC,898.37775186,199.3112,,,59.7674,,124.38693488,
2015-02-12 00:00:00 UTC,983.86256802,251.98,,,64.0568,,97.14256108,
2015-02-13 00:00:00 UTC,697.26994095,512.8177,,,85.6096,,262.64671478,
2015-02-14 00:00:00 UTC,474.24267388,457.3664,,,54.0558,,427.53651884,
2015-02-15 00:00:00 UTC,477.90875901,808.7334,,,30.564,,260.81263261,
2015-02-16 00:00:00 UTC,701.41144733,103.9302,,,30.4364,,113.64545741,
2015-02-17 00:00:00 UTC,10.826,569.7553,,,79.3886,,229.84208491,
2015-02-18 00:00:00 UTC,598.48878842,314.1241,,,88.9441,,231.91132864,
2015-02-19 00:00:00 UTC,1449.48745226,229.7325,,,73.0242,,293.34505924,
2015-02-20 00:00:00 UTC,1619.76797539,73.9226,,,64.8339,,283.39952114,
2015-02-21 00:00:00 UTC,1749.58250173,67.4169,,,56.6818,,130.43698957,
2015-02-22 00:00:00 UTC,1361.84397952,49.5111,,,15.4253,,173.3650283,
2015-02-23 00:00:00 UTC,1149.88421771,78.8956,,,95.4031,,168.12828526,
2015-02-24 00:00:00 UTC,1162.25075612,191.5099,,,82.3953,,177.0024583,
2015-02-25 00:00:00 UTC,1088.00968449,76.872,,,79.8368,,359.56702304,
2015-02-26 00:00:00 UTC,1024.26425559,99.1677,,,66.8371,,546.51070698,
2015-02-27 00:00:00 UTC,1286.3209809,300.4512,,,103.5449,,791.91273919,
2015-02-28 00:00:00 UTC,858.51574335,49.6475,,,54.2127,,158.41345875,
2015-03-01 00:00:00 UTC,715.43387091,39.0521,,,34.9927,,510.51038715,
2015-03-02 00:00:00 UTC,1868.21093952,68.7647,,,93.1961,,556.61050803,
2015-03-03 00:00:00 UTC,1842.4580296,62.039,,,94.5018,,340.77218791,
2015-03-04 00:00:00 UTC,1452.78390921,50.1341,,,76.0135,,371.53086552,
2015-03-05 00:00:00 UTC,1481.50751271,97.7193,,,87.6886,,420.41253039,
2015-03-06 00:00:00 UTC,1587.79459622,117.2427,,,76.3798,,192.37610945,
2015-03-07 00:00:00 UTC,1081.00787468,37.5949,,,37.694,,123.03970786,
2015-03-08 00:00:00 UTC,829.66705712,24.478,,,39.9053,,141.97577578,
2015-03-09 00:00:00 UTC,1291.61568635,55.4204,,,74.667,,743.85281456,
2015-03-10 00:00:00 UTC,1800.31315515,392.5754,,,73.0236,,487.12925105,
2015-03-11 00:00:00 UTC,1454.72825413,21.3188,,,46.7795,,239.23847758,
2015-03-12 00:00:00 UTC,1231.65889991,19.3399,,,51.572,,233.3343611,
2015-03-13 00:00:00 UTC,996.82376188,11.8403,,,67.432,,196.28741229,
2015-03-14 00:00:00 UTC,335.31009877,35.4211,,,54.4962,,157.23103913,
